cmip6-id, cmip6-label, cmip6-type
cmip6.oceanbgc.key_properties.model_name, Oceanbgc > Key Properties > Model Name, property
cmip6.oceanbgc.key_properties.model_family, Oceanbgc > Key Properties > Model Family, property
cmip6.oceanbgc.key_properties.basic_approximations, Oceanbgc > Key Properties > Basic Approximations, property
cmip6.oceanbgc.key_properties.prognostic_variables, Oceanbgc > Key Properties > Prognostic Variables, property
cmip6.oceanbgc.key_properties.damping, Oceanbgc > Key Properties > Damping, property
cmip6.oceanbgc.key_properties.time_stepping_framework.passive_tracers_transport.method, Oceanbgc > Key Properties > Time Stepping Framework > Passive Tracers Transport > Method, property
cmip6.oceanbgc.key_properties.time_stepping_framework.passive_tracers_transport.timestep_if_not_from_ocean, Oceanbgc > Key Properties > Time Stepping Framework > Passive Tracers Transport > Timestep If Not From Ocean, property
cmip6.oceanbgc.key_properties.time_stepping_framework.biology_sources_sinks.method, Oceanbgc > Key Properties > Time Stepping Framework > Biology Sources Sinks > Method, property
cmip6.oceanbgc.key_properties.time_stepping_framework.biology_sources_sinks.timestep_if_not_from_ocean, Oceanbgc > Key Properties > Time Stepping Framework > Biology Sources Sinks > Timestep If Not From Ocean, property
cmip6.oceanbgc.key_properties.transport_scheme.type, Oceanbgc > Key Properties > Transport Scheme > Type, property
cmip6.oceanbgc.key_properties.transport_scheme.scheme, Oceanbgc > Key Properties > Transport Scheme > Scheme, property
cmip6.oceanbgc.key_properties.transport_scheme.use_different_scheme, Oceanbgc > Key Properties > Transport Scheme > Use Different Scheme, property
cmip6.oceanbgc.key_properties.boundary_forcing.atmospheric_deposition, Oceanbgc > Key Properties > Boundary Forcing > Atmospheric Deposition, property
cmip6.oceanbgc.key_properties.boundary_forcing.river_input, Oceanbgc > Key Properties > Boundary Forcing > River Input, property
cmip6.oceanbgc.key_properties.boundary_forcing.sediments_from_boundary_conditions, Oceanbgc > Key Properties > Boundary Forcing > Sediments From Boundary Conditions, property
cmip6.oceanbgc.key_properties.boundary_forcing.sediments_from_explicit_model, Oceanbgc > Key Properties > Boundary Forcing > Sediments From Explicit Model, property
cmip6.oceanbgc.key_properties.gas_exchange.CO2_exchange_present, Oceanbgc > Key Properties > Gas Exchange > CO2 Exchange Present, property
cmip6.oceanbgc.key_properties.gas_exchange.CO2_exchange_type, Oceanbgc > Key Properties > Gas Exchange > CO2 Exchange Type, property
